"colony_id","spp","species","year","area_cm2","competition_id","competition_number","competition_outliner_name","competition_taxon","competition_growthform","competition_length_cm","competition","competition_type","competition_outcome"
140,"AL","Acropora spathulata",2011,875.857052900328,1518,2,"mariana","Favid","Massive",13.88361063,"uncertain","Overtop","won"
140,"AL","Acropora spathulata",2011,875.857052900328,1521,5,"mariana","Pocilloporid","Branching",10.10824283,"certain","Overtop","won"
140,"AL","Acropora spathulata",2011,875.857052900328,1517,1,"mariana","Poritid","Massive",3.592688717,"certain","Overtop","won"
140,"AL","Acropora spathulata",2011,875.857052900328,1520,4,"mariana","Isopora","Encrusting",10.29092192,"certain","Overtop","won"
140,"AL","Acropora spathulata",2012,874.988670930505,1524,3,"mariana","Favid","Massive",3.231894375,"uncertain","Overtop","won"
140,"AL","Acropora spathulata",2012,874.988670930505,1522,1,"mariana","Pocilloporid","Corymbose",10.46257332,"certain","Overtop","won"
140,"AL","Acropora spathulata",2012,874.988670930505,1523,2,"mariana","Favid","Massive",4.601341145,"uncertain","Overtop","won"
140,"AL","Acropora spathulata",2013,619.235163418129,4580,2,"mariana","Poritid","Encrusting",NA,"certain","Overtop","won"
140,"AL","Acropora spathulata",2013,619.235163418129,4579,1,"mariana","Favid","Massive",NA,"uncertain","Overtop","won"
141,"AL","Acropora spathulata",2009,235.688702564142,1600,3,"mariana","Isopora","Cuneiform",5.151282375,"certain","Overtop","won"
141,"AL","Acropora spathulata",2009,235.688702564142,1599,2,"mariana","Isopora","Cuneiform",2.901671718,"certain","Overtop","lost"
141,"AL","Acropora spathulata",2009,235.688702564142,1598,1,"mariana","Acropora","Digitate",6.455404496,"certain","Overtop","lost"
141,"AL","Acropora spathulata",2010,292.25068700629,4102,4,"mariana","Pocilloporid","Corymbose",13.68424257,"uncertain","Standoff","standoff"
141,"AL","Acropora spathulata",2010,292.25068700629,4101,3,"mariana","Acropora","Digitate",20.26242446,"uncertain","Standoff","standoff"
141,"AL","Acropora spathulata",2010,292.25068700629,4100,2,"mariana","Isopora","Cuneiform",1.482121228,"certain","Overtop","won"
141,"AL","Acropora spathulata",2010,292.25068700629,4099,1,"mariana","Isopora","Cuneiform",1.116666678,"certain","Overtop","lost"
141,"AL","Acropora spathulata",2011,313.493408092696,3483,6,"mariana","Pocilloporid","Corymbose",0.740044447,"uncertain","Overtop","lost"
141,"AL","Acropora spathulata",2011,313.493408092696,3479,2,"mariana","Acropora","Digitate",37.50439539,"uncertain","Standoff","standoff"
141,"AL","Acropora spathulata",2011,313.493408092696,3482,5,"mariana","Pocilloporid","Corymbose",1.268647624,"certain","Digestion","lost"
141,"AL","Acropora spathulata",2011,313.493408092696,3480,3,"mariana","Pocilloporid","Corymbose",1.374368259,"uncertain","Standoff","standoff"
141,"AL","Acropora spathulata",2011,313.493408092696,3481,4,"mariana","Pocilloporid","Corymbose",2.193703183,"uncertain","Overtop","won"
141,"AL","Acropora spathulata",2011,313.493408092696,3478,1,"mariana","Acropora","Tabular",2.643015884,"certain","Overtop","lost"
141,"AL","Acropora spathulata",2011,313.493408092696,3484,7,"mariana","Isopora","Cuneiform",4.334546049,"uncertain","Standoff","standoff"
141,"AL","Acropora spathulata",2012,205.467076983052,1601,1,"mariana","Acropora","Digitate",4.314559131,"certain","Digestion","won"
141,"AL","Acropora spathulata",2013,144.549252847799,4581,1,"mariana","Acropora","Digitate",NA,"uncertain","Standoff","standoff"
141,"AL","Acropora spathulata",2013,144.549252847799,4582,2,"mariana","Pocilloporid","Corymbose",NA,"certain","Standoff","standoff"
142,"AL","Acropora spathulata",2009,361.062445429538,1604,3,"mariana","Poritid","Massive",14.07435103,"uncertain","Overtop","won"
142,"AL","Acropora spathulata",2009,361.062445429538,1602,1,"mariana","Acropora","Corymbose",6.676781083,"uncertain","Digestion","won"
142,"AL","Acropora spathulata",2009,361.062445429538,1603,2,"mariana","Acropora","Corymbose",9.484064038,"uncertain","Overtop","won"
142,"AL","Acropora spathulata",2009,361.062445429538,1605,4,"mariana","Poritid","Massive",8.08042256,"certain","Overtop","won"
142,"AL","Acropora spathulata",2010,311.03320791668,4104,2,"mariana","Acropora","Tabular",10.1585302,"uncertain","Standoff","standoff"
142,"AL","Acropora spathulata",2010,311.03320791668,4103,1,"mariana","Acropora","Tabular",5.39671917,"certain","Overtop","lost"
142,"AL","Acropora spathulata",2010,311.03320791668,4105,3,"mariana","Poritid","Massive",8.095078755,"certain","Overtop","won"
142,"AL","Acropora spathulata",2010,311.03320791668,4106,4,"mariana","Poritid","Massive",3.174540688,"certain","Overtop","won"
142,"AL","Acropora spathulata",2011,418.438756249826,3462,2,"mariana","Isopora","Cuneiform",10.86543405,"uncertain","Standoff","standoff"
142,"AL","Acropora spathulata",2011,418.438756249826,3463,3,"mariana","Poritid","Massive",2.206666517,"certain","Overtop","won"
142,"AL","Acropora spathulata",2011,418.438756249826,3461,1,"mariana","Acropora","Tabular",18.10905674,"uncertain","Standoff","standoff"
142,"AL","Acropora spathulata",2012,449.505415540014,1507,1,"mariana","Acropora","Tabular",2.630270928,"uncertain","Standoff","standoff"
142,"AL","Acropora spathulata",2012,449.505415540014,1508,2,"mariana","Isopora","Cuneiform",12.35731059,"certain","Standoff","standoff"
142,"AL","Acropora spathulata",2013,504.558614557014,4583,1,"mariana","Isopora","Cuneiform",NA,"certain","Overtop","won"
142,"AL","Acropora spathulata",2013,504.558614557014,4585,3,"mariana","Acropora","Branching",NA,"uncertain","Overtop","won"
142,"AL","Acropora spathulata",2013,504.558614557014,4584,2,"mariana","Pocilloporid","Corymbose",NA,"uncertain","Overtop","won"
143,"AL","Acropora spathulata",2009,131.264625578404,1607,2,"mariana","Pocilloporid","Corymbose",29.57410194,"certain","Overtop","won"
143,"AL","Acropora spathulata",2009,131.264625578404,1606,1,"mariana","Acropora","Tabular",30.72894802,"certain","Overtop","lost"
143,"AL","Acropora spathulata",2009,131.264625578404,1609,4,"mariana","Acropora","Corymbose",4.217698748,"certain","Overtop","won"
143,"AL","Acropora spathulata",2009,131.264625578404,1608,3,"mariana","Acropora","Corymbose",40.3191916,"certain","Overtop","won"
143,"AL","Acropora spathulata",2010,182.578948438554,4109,3,"mariana","Acropora","Corymbose",22.23456292,"certain","Overtop","won"
143,"AL","Acropora spathulata",2010,182.578948438554,4107,1,"mariana","Acropora","Tabular",35.07371289,"certain","Overtop","lost"
143,"AL","Acropora spathulata",2010,182.578948438554,4108,2,"mariana","Acropora","Corymbose",34.51223402,"certain","Overtop","won"
144,"AL","Acropora spathulata",2009,387.756709626264,1612,3,"mariana","Acropora","Tabular",19.27976259,"certain","Overtop","lost"
144,"AL","Acropora spathulata",2009,387.756709626264,1611,2,"mariana","Isopora","Cuneiform",3.149283928,"uncertain","Digestion","mutual_digestion"
144,"AL","Acropora spathulata",2009,387.756709626264,1613,4,"mariana","Acropora","Tabular",30.60950355,"uncertain","Digestion","lost"
144,"AL","Acropora spathulata",2009,387.756709626264,1610,1,"mariana","Isopora","Cuneiform",38.48271337,"certain","Overtop","won"
144,"AL","Acropora spathulata",2009,387.756709626264,1614,5,"mariana","Acropora","Tabular",19.01092128,"uncertain","Overtop","won"
144,"AL","Acropora spathulata",2010,268.732260345676,4111,2,"mariana","Isopora","Cuneiform",15.23708707,"certain","Overtop","won"
144,"AL","Acropora spathulata",2010,268.732260345676,4112,3,"mariana","Isopora","Cuneiform",13.5411784,"uncertain","Overtop","won"
144,"AL","Acropora spathulata",2010,268.732260345676,4110,1,"mariana","Acropora","Tabular",14.97617804,"certain","Overtop","lost"
145,"AL","Acropora spathulata",2009,307.336310674089,1618,4,"mariana","Acropora","Digitate",4.782940283,"uncertain","Overtop","won"
145,"AL","Acropora spathulata",2009,307.336310674089,1617,3,"mariana","Favid","Massive",11.07946926,"uncertain","Overtop","won"
145,"AL","Acropora spathulata",2009,307.336310674089,1619,5,"mariana","Favid","Massive",10.47403379,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2010,321.863983727645,4114,2,"mariana","Favid","Massive",4.567341049,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2010,321.863983727645,4113,1,"mariana","Favid","Massive",3.125022823,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2011,358.738382048647,3486,2,"mariana","Favid","Massive",5.362914631,"certain","Overtop","won"
145,"AL","Acropora spathulata",2011,358.738382048647,3487,3,"mariana","Acropora","Digitate",1.307487451,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2011,358.738382048647,3488,4,"mariana","Acropora","Digitate",0.952914583,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2011,358.738382048647,3490,6,"mariana","Isopora","Cuneiform",0.421055281,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2011,358.738382048647,3485,1,"mariana","Favid","Massive",3.412763856,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2011,358.738382048647,3489,5,"mariana","Favid","Massive",4.78673372,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2012,374.414748980772,1623,4,"mariana","Favid","Massive",1.904846841,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2012,374.414748980772,1625,6,"mariana","Acropora","Digitate",0.706953467,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2012,374.414748980772,1622,3,"mariana","Favid","Massive",0.432027119,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2012,374.414748980772,1621,2,"mariana","Pocilloporid","Corymbose",1.374631741,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2012,374.414748980772,1626,7,"mariana","Isopora","Cuneiform",0.392751926,"uncertain","Standoff","standoff"
145,"AL","Acropora spathulata",2012,374.414748980772,1620,1,"mariana","Acropora","Branching",0.765866256,"uncertain","Standoff","standoff"
146,"AL","Acropora spathulata",2009,227.943451601477,1627,1,"mariana","Favid","Massive",18.72544563,"uncertain","Standoff","standoff"
146,"AL","Acropora spathulata",2009,227.943451601477,1628,2,"mariana","Pocilloporid","Corymbose",12.02919419,"certain","Overtop","won"
146,"AL","Acropora spathulata",2010,413.52095157025,1525,1,"mariana","Favid","Massive",16.00019937,"uncertain","Standoff","standoff"
146,"AL","Acropora spathulata",2011,581.68931349941,1529,4,"mariana","Pocilloporid","Corymbose",3.590883331,"certain","Overtop","won"
146,"AL","Acropora spathulata",2011,581.68931349941,1526,1,"mariana","Acropora","Tabular",10.04566134,"certain","Overtop","lost"
146,"AL","Acropora spathulata",2011,581.68931349941,1528,3,"mariana","Favid","Massive",10.11175122,"certain","Digestion","lost"
146,"AL","Acropora spathulata",2011,581.68931349941,1527,2,"mariana","Pocilloporid","Corymbose",2.026756236,"uncertain","Standoff","standoff"
146,"AL","Acropora spathulata",2012,274.626053673303,1531,2,"mariana","Pocilloporid","Corymbose",8.008101358,"certain","Overtop","lost"
146,"AL","Acropora spathulata",2012,274.626053673303,1530,1,"mariana","Acropora","Tabular",12.65796666,"certain","Overtop","lost"
147,"AL","Acropora spathulata",2009,344.923639776988,1631,3,"mariana","Acropora","Corymbose",12.69858069,"certain","Overtop","won"
147,"AL","Acropora spathulata",2009,344.923639776988,1632,4,"mariana","Isopora","Cuneiform",4.02217488,"uncertain","Standoff","standoff"
147,"AL","Acropora spathulata",2009,344.923639776988,1630,2,"mariana","Acropora","Corymbose",3.303929366,"uncertain","Overtop","won"
147,"AL","Acropora spathulata",2009,344.923639776988,1629,1,"mariana","Acropora","Corymbose",5.745964114,"uncertain","Standoff","standoff"
147,"AL","Acropora spathulata",2010,329.390491337514,1635,3,"mariana","Isopora","Encrusting",1.479036938,"uncertain","Standoff","standoff"
147,"AL","Acropora spathulata",2010,329.390491337514,1636,4,"mariana","Favid","Encrusting",19.00997477,"certain","Overtop","won"
147,"AL","Acropora spathulata",2010,329.390491337514,1637,5,"mariana","Isopora","Encrusting",2.588314642,"uncertain","Overtop","won"
147,"AL","Acropora spathulata",2010,329.390491337514,1634,2,"mariana","Favid","Encrusting",4.915622766,"certain","Overtop","won"
147,"AL","Acropora spathulata",2010,329.390491337514,1633,1,"mariana","Acropora","Corymbose",29.10222682,"certain","Overtop","won"
147,"AL","Acropora spathulata",2011,342.555183625225,1638,1,"mariana","Favid","Encrusting",14.26852879,"certain","Overtop","won"
147,"AL","Acropora spathulata",2012,240.250626224005,1639,1,"mariana","Favid","Encrusting",0.930059316,"uncertain","Standoff","standoff"
147,"AL","Acropora spathulata",2012,240.250626224005,1640,2,"mariana","Isopora","Encrusting",12.61780473,"uncertain","Overtop","won"
148,"AL","Acropora spathulata",2009,273.490170673787,1641,1,"mariana","Acropora","Digitate",31.16668299,"certain","Standoff","standoff"
148,"AL","Acropora spathulata",2010,330.605923841627,4115,1,"mariana","Acropora","Digitate",39.23474485,"certain","Standoff","standoff"
148,"AL","Acropora spathulata",2011,362.982613251606,3491,1,"mariana","Acropora","Digitate",44.623705,"uncertain","Standoff","standoff"
148,"AL","Acropora spathulata",2011,362.982613251606,3492,2,"mariana","Favid","Massive",35.90600928,"uncertain","Standoff","standoff"
148,"AL","Acropora spathulata",2012,389.919890394689,1642,1,"mariana","Favid","Massive",4.300065818,"certain","Standoff","standoff"
148,"AL","Acropora spathulata",2013,385.811507107097,4586,1,"mariana","Favid","Massive",NA,"uncertain","Standoff","standoff"
149,"AL","Acropora spathulata",2009,356.508160139034,1644,2,"mariana","Pocilloporid","Corymbose",5.748586971,"certain","Overtop","won"
149,"AL","Acropora spathulata",2009,356.508160139034,1643,1,"mariana","Isopora","Encrusting",4.953851445,"certain","Standoff","standoff"
150,"AL","Acropora spathulata",2009,254.05540087552,1645,1,"mariana","Hydrocoral","Encrusting",41.76077367,"certain","Overtop","won"
151,"AL","Acropora spathulata",2009,418.225127321614,1647,2,"mariana","Isopora","Encrusting",11.04524296,"certain","Overtop","won"
151,"AL","Acropora spathulata",2009,418.225127321614,1648,3,"mariana","Acropora","Tabular",16.68536702,"certain","Digestion","mutual_digestion"
151,"AL","Acropora spathulata",2009,418.225127321614,1646,1,"mariana","Acropora","Digitate",6.384307101,"uncertain","Overtop","won"
151,"AL","Acropora spathulata",2009,418.225127321614,1649,4,"mariana","Acropora","Tabular",6.658479798,"uncertain","Standoff","standoff"
151,"AL","Acropora spathulata",2010,434.581872030012,1653,2,"mariana","Acropora","Digitate",15.32075995,"certain","Overtop","won"
151,"AL","Acropora spathulata",2010,434.581872030012,1657,6,"mariana","Acropora","Tabular",4.833047303,"certain","Digestion","lost"
151,"AL","Acropora spathulata",2010,434.581872030012,1656,5,"mariana","Acropora","Tabular",9.061963692,"certain","Overtop","lost"
151,"AL","Acropora spathulata",2010,434.581872030012,1654,3,"mariana","Isopora","Cuneiform",5.920482946,"certain","Overtop","won"
151,"AL","Acropora spathulata",2010,434.581872030012,1655,4,"mariana","Acropora","Tabular",3.165645983,"uncertain","Standoff","standoff"
151,"AL","Acropora spathulata",2010,434.581872030012,1652,1,"mariana","Montipora","Encrusting",9.42444224,"certain","Overtop","won"
151,"AL","Acropora spathulata",2011,403.820724441122,3502,1,"mariana","Acropora","Tabular",13.30495516,"certain","Overtop","lost"
151,"AL","Acropora spathulata",2011,403.820724441122,3503,2,"mariana","Acropora","Tabular",3.190686739,"certain","Digestion","lost"
151,"AL","Acropora spathulata",2011,403.820724441122,3506,5,"mariana","Poritid","Massive",1.167833055,"certain","Overtop","won"
151,"AL","Acropora spathulata",2011,403.820724441122,3507,6,"mariana","Acropora","Digitate",0.500499881,"certain","Digestion","won"
151,"AL","Acropora spathulata",2011,403.820724441122,3505,4,"mariana","Acropora","Digitate",4.796457189,"certain","Standoff","standoff"
151,"AL","Acropora spathulata",2011,403.820724441122,3504,3,"mariana","Acropora","Digitate",1.063562246,"certain","Digestion","won"
151,"AL","Acropora spathulata",2011,403.820724441122,3509,8,"mariana","Acropora","Tabular",8.571060455,"uncertain","Overtop","won"
151,"AL","Acropora spathulata",2012,312.762511715866,1724,3,"mariana","Acropora","Digitate",1.118644068,"certain","Digestion","lost"
151,"AL","Acropora spathulata",2012,312.762511715866,1723,2,"mariana","Acropora","Digitate",0.881355932,"certain","Digestion","mutual_digestion"
151,"AL","Acropora spathulata",2012,312.762511715866,1726,5,"mariana","Acropora","Tabular",3.152542373,"uncertain","Standoff","standoff"
151,"AL","Acropora spathulata",2012,312.762511715866,1725,4,"mariana","Acropora","Tabular",13.3559322,"certain","Overtop","lost"
152,"AL","Acropora spathulata",2009,407.848601122509,1658,1,"mariana","Soft coral","Digitate",3.192193812,"uncertain","Overtop","won"
152,"AL","Acropora spathulata",2009,407.848601122509,1659,2,"mariana","Favid","Encrusting",1.964426961,"uncertain","Standoff","standoff"
152,"AL","Acropora spathulata",2010,546.619341844742,1662,3,"mariana","Favid","Encrusting",4.931215932,"uncertain","Standoff","standoff"
152,"AL","Acropora spathulata",2010,546.619341844742,1663,4,"mariana","Soft coral","Digitate",1.244325515,"uncertain","Standoff","standoff"
152,"AL","Acropora spathulata",2010,546.619341844742,1660,1,"mariana","Hydrocoral","Encrusting",17.65098787,"uncertain","Standoff","standoff"
152,"AL","Acropora spathulata",2010,546.619341844742,1661,2,"mariana","Soft coral","Digitate",3.894278002,"uncertain","Overtop","won"
152,"AL","Acropora spathulata",2011,776.325107567111,3498,6,"mariana","Isopora","Encrusting",8.832493566,"uncertain","Overtop","won"
152,"AL","Acropora spathulata",2011,776.325107567111,3494,2,"mariana","Acropora","Corymbose",20.54906666,"certain","Overtop","won"
152,"AL","Acropora spathulata",2011,776.325107567111,3495,3,"mariana","Soft coral","Digitate",1.712422222,"uncertain","Overtop","won"
152,"AL","Acropora spathulata",2011,776.325107567111,3493,1,"mariana","Hydrocoral","Encrusting",13.06848538,"certain","Overtop","won"
152,"AL","Acropora spathulata",2011,776.325107567111,3497,5,"mariana","Acropora","Corymbose",13.63929279,"certain","Overtop","won"
152,"AL","Acropora spathulata",2011,776.325107567111,3496,4,"mariana","Soft coral","Digitate",8.6221961,"uncertain","Overtop","won"
152,"AL","Acropora spathulata",2012,480.070720584288,1665,2,"mariana","Poritid","Encrusting",3.975326499,"uncertain","Overtop","won"
152,"AL","Acropora spathulata",2012,480.070720584288,1666,3,"mariana","Hydrocoral","Encrusting",7.511996281,"uncertain","Standoff","standoff"
152,"AL","Acropora spathulata",2012,480.070720584288,1669,6,"mariana","Soft coral","Branching",1.53529851,"uncertain","Overtop","won"
152,"AL","Acropora spathulata",2012,480.070720584288,1664,1,"mariana","Isopora","Cuneiform",26.4838993,"certain","Overtop","won"
152,"AL","Acropora spathulata",2012,480.070720584288,1670,7,"mariana","Acropora","Corymbose",12.30980413,"uncertain","Standoff","standoff"
152,"AL","Acropora spathulata",2012,480.070720584288,1668,5,"mariana","Favid","Encrusting",2.960932841,"certain","Overtop","won"
152,"AL","Acropora spathulata",2012,480.070720584288,1667,4,"mariana","Favid","Encrusting",5.867033592,"uncertain","Standoff","standoff"
152,"AL","Acropora spathulata",2013,506.85555156467,4588,2,"mariana","Favid","Encrusting",NA,"uncertain","Standoff","standoff"
152,"AL","Acropora spathulata",2013,506.85555156467,4587,1,"mariana","Isopora","Cuneiform",NA,"uncertain","Standoff","standoff"
153,"AL","Acropora spathulata",2009,358.555883855075,1671,1,"mariana","Acropora","Tabular",45.64120553,"certain","Overtop","won"
153,"AL","Acropora spathulata",2009,358.555883855075,1674,4,"mariana","Acropora","Tabular",222.0218185,"uncertain","Standoff","standoff"
153,"AL","Acropora spathulata",2009,358.555883855075,1673,3,"mariana","Acropora","Tabular",35.23257182,"certain","Overtop","lost"
153,"AL","Acropora spathulata",2009,358.555883855075,1672,2,"mariana","Acropora","Tabular",13.93624596,"certain","Overtop","won"
153,"AL","Acropora spathulata",2009,358.555883855075,1675,5,"mariana","Acropora","Digitate",1.045218447,"uncertain","Standoff","standoff"
153,"AL","Acropora spathulata",2009,358.555883855075,1676,6,"mariana","Acropora","Digitate",3.005003036,"certain","Overgrowth","lost"
154,"AL","Acropora spathulata",2009,313.198563071162,1677,1,"mariana","Isopora","Cuneiform",2.466763795,"certain","Digestion","mutual_digestion"
154,"AL","Acropora spathulata",2009,313.198563071162,1678,2,"mariana","Poritid","Encrusting",6.029867055,"certain","Overtop","won"
154,"AL","Acropora spathulata",2009,313.198563071162,1679,3,"mariana","Uncertain","Encrusting",7.37537458,"uncertain","Overtop","won"
154,"AL","Acropora spathulata",2010,555.150997400354,4118,3,"mariana","Hydrocoral","Encrusting",23.64834196,"certain","Standoff","standoff"
154,"AL","Acropora spathulata",2010,555.150997400354,4117,2,"mariana","Montipora","Encrusting",12.87990053,"certain","Overtop","won"
154,"AL","Acropora spathulata",2010,555.150997400354,4116,1,"mariana","Pocilloporid","Corymbose",16.11747116,"certain","Standoff","standoff"
154,"AL","Acropora spathulata",2011,957.435799423996,1682,3,"mariana","Montipora","Uncertain",1.776256928,"uncertain","Overtop","won"
154,"AL","Acropora spathulata",2011,957.435799423996,1683,4,"mariana","Montipora","Encrusting",6.438931366,"certain","Overtop","won"
154,"AL","Acropora spathulata",2011,957.435799423996,1680,1,"mariana","Isopora","Cuneiform",1.603565283,"uncertain","Standoff","standoff"
154,"AL","Acropora spathulata",2011,957.435799423996,1681,2,"mariana","Isopora","Cuneiform",0.715436818,"uncertain","Standoff","standoff"
154,"AL","Acropora spathulata",2011,957.435799423996,1684,5,"mariana","Montipora","Encrusting",0.690766583,"uncertain","Standoff","standoff"
154,"AL","Acropora spathulata",2011,957.435799423996,1685,6,"mariana","Acropora","Corymbose",4.391301851,"uncertain","Standoff","standoff"
154,"AL","Acropora spathulata",2011,957.435799423996,1686,7,"mariana","Poritid","Massive",0.419393997,"uncertain","Standoff","standoff"
154,"AL","Acropora spathulata",2012,1195.72935337907,1690,4,"mariana","Isopora","Cuneiform",14.91219657,"certain","Standoff","standoff"
154,"AL","Acropora spathulata",2012,1195.72935337907,1687,1,"mariana","Montipora","Encrusting",10.32382839,"certain","Overtop","won"
154,"AL","Acropora spathulata",2012,1195.72935337907,1688,2,"mariana","Isopora","Cuneiform",29.17603676,"uncertain","Standoff","standoff"
154,"AL","Acropora spathulata",2012,1195.72935337907,1689,3,"mariana","Isopora","Cuneiform",7.979770739,"uncertain","Standoff","standoff"
155,"AL","Acropora spathulata",2009,320.799056683574,1693,3,"mariana","Pocilloporid","Corymbose",4.322445715,"uncertain","Overtop","won"
155,"AL","Acropora spathulata",2009,320.799056683574,1694,4,"mariana","Pocilloporid","Corymbose",11.22382963,"certain","Overtop","won"
155,"AL","Acropora spathulata",2009,320.799056683574,1692,2,"mariana","Pocilloporid","Corymbose",5.84801479,"certain","Overtop","won"
155,"AL","Acropora spathulata",2009,320.799056683574,1691,1,"mariana","Acropora","Corymbose",40.79081124,"certain","Overtop","won"
155,"AL","Acropora spathulata",2010,308.66747439887,1696,2,"mariana","Acropora","Corymbose",16.57231569,"certain","Overtop","won"
155,"AL","Acropora spathulata",2011,367.236570322661,1698,2,"mariana","Acropora","Corymbose",21.13392351,"certain","Overtop","won"
155,"AL","Acropora spathulata",2012,401.44733388587,1701,3,"mariana","Acropora","Tabular",1.408894181,"certain","Overtop","lost"
155,"AL","Acropora spathulata",2012,401.44733388587,1699,1,"mariana","Isopora","Cuneiform",3.182157548,"uncertain","Standoff","standoff"
156,"AL","Acropora spathulata",2009,146.194984796637,1702,1,"mariana","Other hard coral","Cuneiform",3.868885921,"uncertain","Standoff","standoff"
156,"AL","Acropora spathulata",2010,264.651631298191,4120,1,"mariana","Other hard coral","Cuneiform",15.16059911,"certain","Overtop","won"
156,"AL","Acropora spathulata",2011,379.58406640618,3499,1,"mariana","Other hard coral","Cuneiform",18.05620968,"certain","Overtop","won"
156,"AL","Acropora spathulata",2012,335.223854128123,1704,2,"mariana","Acropora","Branching",2.843955459,"certain","Overtop","won"
156,"AL","Acropora spathulata",2012,335.223854128123,1703,1,"mariana","Acropora","Branching",1.712836811,"certain","Overtop","won"
156,"AL","Acropora spathulata",2012,335.223854128123,1705,3,"mariana","Pocilloporid","Corymbose",15.15698989,"uncertain","Standoff","standoff"
156,"AL","Acropora spathulata",2013,196.245996830498,4591,3,"mariana","Pocilloporid","Corymbose",NA,"uncertain","Standoff","standoff"
156,"AL","Acropora spathulata",2013,196.245996830498,4590,2,"mariana","Poritid","Encrusting",NA,"certain","Overtop","won"
156,"AL","Acropora spathulata",2013,196.245996830498,4589,1,"mariana","Other hard coral","Cuneiform",NA,"certain","Overtop","won"
157,"AL","Acropora spathulata",2009,1421.82892010726,1706,1,"mariana","Pocilloporid","Corymbose",12.11729755,"uncertain","Standoff","standoff"
157,"AL","Acropora spathulata",2009,1421.82892010726,1707,2,"mariana","Favid","Massive",47.1736301,"uncertain","Standoff","standoff"
157,"AL","Acropora spathulata",2009,1421.82892010726,1708,3,"mariana","Acropora","Corymbose",38.25712812,"certain","Standoff","standoff"
157,"AL","Acropora spathulata",2010,1865.7539134809,1713,5,"mariana","Acropora","Corymbose",18.69176452,"certain","Standoff","standoff"
157,"AL","Acropora spathulata",2010,1865.7539134809,1711,3,"mariana","Acropora","Corymbose",12.03282341,"uncertain","Standoff","standoff"
157,"AL","Acropora spathulata",2010,1865.7539134809,1710,2,"mariana","Acropora","Corymbose",4.828705834,"uncertain","Standoff","standoff"
157,"AL","Acropora spathulata",2010,1865.7539134809,1712,4,"mariana","Favid","Massive",37.96764668,"certain","Standoff","standoff"
157,"AL","Acropora spathulata",2010,1865.7539134809,1709,1,"mariana","Pocilloporid","Corymbose",25.3896468,"certain","Overtop","won"
157,"AL","Acropora spathulata",2011,2358.74882579576,1716,3,"mariana","Acropora","Tabular",16.23184518,"uncertain","Overtop","won"
157,"AL","Acropora spathulata",2011,2358.74882579576,1714,1,"mariana","Poritid","Massive",1.115714414,"uncertain","Standoff","standoff"
157,"AL","Acropora spathulata",2011,2358.74882579576,1715,2,"mariana","Acropora","Corymbose",5.002719468,"uncertain","Standoff","standoff"
157,"AL","Acropora spathulata",2011,2358.74882579576,1717,4,"mariana","Favid","Massive",19.39903448,"certain","Overtop","won"
158,"AL","Acropora spathulata",2010,222.661153157738,4121,1,"mariana","Acropora","Corymbose",1.061960221,"uncertain","Standoff","standoff"
158,"AL","Acropora spathulata",2011,281.706455999234,3501,2,"mariana","Poritid","Encrusting",3.807003865,"certain","Overtop","won"
158,"AL","Acropora spathulata",2011,281.706455999234,3500,1,"mariana","Montipora","Encrusting",5.348376162,"uncertain","Standoff","standoff"
158,"AL","Acropora spathulata",2012,284.940085563439,1719,2,"mariana","Acropora","Corymbose",2.791877495,"uncertain","Standoff","standoff"
158,"AL","Acropora spathulata",2012,284.940085563439,1721,4,"mariana","Acropora","Corymbose",0.987371309,"uncertain","Standoff","standoff"
158,"AL","Acropora spathulata",2012,284.940085563439,1718,1,"mariana","Poritid","Encrusting",8.852294496,"certain","Standoff","standoff"
158,"AL","Acropora spathulata",2012,284.940085563439,1720,3,"mariana","Acropora","Corymbose",1.804506186,"uncertain","Standoff","standoff"
159,"AL","Acropora spathulata",2010,526.675979230896,4592,1,"mariana","Favid","Massive",NA,"uncertain","Standoff","standoff"
159,"AL","Acropora spathulata",2010,526.675979230896,4593,2,"mariana","Pocilloporid","Corymbose",NA,"certain","Standoff","standoff"
159,"AL","Acropora spathulata",2011,603.734051588167,3464,1,"mariana","Favid","Massive",29.93343665,"uncertain","Standoff","standoff"
159,"AL","Acropora spathulata",2011,603.734051588167,3465,2,"mariana","Acropora","Digitate",5.106292135,"certain","Overtop","won"
159,"AL","Acropora spathulata",2011,603.734051588167,3466,3,"mariana","Pocilloporid","Corymbose",13.83478165,"certain","Overtop","won"
159,"AL","Acropora spathulata",2012,785.217179941377,1511,3,"mariana","Acropora","Digitate",2.234859174,"certain","Overtop","won"
